	sex	blood_group	job	residence	birthdate	ssn	current_location	race	name
1555	F	O+	Firefighter	"46555 Cole Junctions
West Jonland, RI 39965"	1971-05-11	875-58-9806	(Decimal('-69.9054985'), Decimal('36.581432'))	Black	Amanda Welch
1556	M	A+	Audiological scientist	"0007 Amy Port Suite 575
Smithborough, IN 97661"	11/14/1950, 00:00:00	703-79-3173	(Decimal('-14.430238'), Decimal('-96.415520'))	Black	James Evans
1557	F	AB+	Conservator, furniture	"70743 Debra Rue Apt. 635
Lake Juanbury, NY 21895"	01/08/1983, 00:00:00	334-48-0745	(Decimal('-46.2527775'), Decimal('76.872231'))	White	Christina Maldonado
1558	M	B+	Transport planner	"235 Tara Lock
Brookeville, KS 78987"	05/19/1998, 00:00:00	799-93-7727	(Decimal('4.365392'), Decimal('-18.548899'))	Indian	Brian Koch
1559	M	B+	Land	"840 Nicole Glens
New Williamstad, MN 29872"	04/08/1966, 00:00:00	320-04-9289	(Decimal('26.1216115'), Decimal('8.526895'))	Indian	David Turner
1560	M	AB+	Chemist, analytical	"1608 Timothy Manors Suite 763
Lambertshire, OK 19292"	30 May 2003	089-52-6350	(Decimal('58.6158155'), Decimal('-46.165246'))	Black	James Travis
1561	M	B+	Bonds trader	"431 Moody Camp Suite 739
New Jason, HI 68365"	02/14/1944, 00:00:00	412-11-2354	(Decimal('68.4982355'), Decimal('124.772453'))	White	Zachary Hancock
1562	M	B+	Building services engineer	"6482 Campos Garden
East Dominique, MA 75818"	1907/05/21	742-25-2330	(Decimal('19.932942'), Decimal('-139.596133'))	Black	Jimmy Goodwin
1563	F	B+	Clinical biochemist	"03280 Brian Ports
West Keithport, ND 63072"	06/13/1968, 00:00:00	479-74-1512	(Decimal('52.6822975'), Decimal('-116.095661'))	Black	Stacey Baldwin
1564	F	A-	Lecturer, higher education	"0774 Peterson Squares Apt. 531
North Kevinberg, ID 38449"	09/25/2014, 00:00:00	550-76-4903	(Decimal('73.9662615'), Decimal('27.276536'))	White	Hannah Kim
1565	F	B-	Education administrator	"33544 Wang Street
West Tracey, WV 71400"	06/13/1952, 00:00:00	212-20-2622	(Decimal('-21.859259'), Decimal('-55.871637'))	White	Michele Jackson
1566	M	A+	Actor	"USNS Clements
FPO AP 91938"	1989/01/16	580-27-6497	(Decimal('-46.3023445'), Decimal('2.440691'))	White	Kevin Martinez
1567	M	A-	Engineer, maintenance (IT)	"PSC 2931, Box 8181
APO AA 46795"	10 Nov 1918	312-01-5566	(Decimal('11.8422675'), Decimal('10.888901'))	Indian	Tony Villarreal
1568	M	AB-	Accommodation manager	"482 Michelle Passage Suite 233
Shannonmouth, NH 66469"	15 Jun 1947	817-48-9966	(Decimal('-48.688655'), Decimal('-156.400567'))	Asian	Frank Higgins
1569	M	B+	Building control surveyor	"164 Karl Path
Hughesburgh, CO 19253"	01/10/1979, 00:00:00	108-76-8050	(Decimal('23.076697'), Decimal('118.018110'))	White	Clayton Fischer
1570	M	O+	Information systems manager	"45410 Young Ridges
Lake Tommyfort, OH 65725"	07/07/1916, 00:00:00	216-10-9490	(Decimal('24.5059835'), Decimal('-177.808066'))	Black	Brian Williams
1571	M	A-	Merchandiser, retail	"0579 Lawson Ford
Kevinshire, MN 17971"	10/15/2017, 00:00:00	688-01-1387	(Decimal('-25.0685465'), Decimal('-82.363514'))	Asian	Mark Pena
1572	F	B+	Scientist, research (physical sciences)	"282 Jeffrey Locks
Castillomouth, AL 29918"	23 Sep 1949	855-96-2220	(Decimal('69.162392'), Decimal('113.410544'))	Black	Emily Bradshaw
1573	F	AB+	Writer	"13539 John Green Apt. 013
Lake Chelsea, NH 39101"	09/04/1940, 00:00:00	677-78-0418	(Decimal('-31.1125655'), Decimal('-39.232724'))	White	Angel Mcpherson
1574	M	B+	Chief of Staff	"09314 Ward Brook
South Davidmouth, IN 91520"	1984/09/10	640-53-2422	(Decimal('-4.378614'), Decimal('-45.213669'))	Black	Bradley Johnson
1575	M	B+	Engineer, petroleum	"896 Curtis Corners
Stephanieville, KS 58103"	29 Dec 1915	240-25-1181	(Decimal('-65.5221185'), Decimal('-67.395258'))	Black	Julian Gonzalez Jr.
1576	F	O-	Lobbyist	"134 Clark Causeway Suite 255
Priceberg, ID 61729"	07/24/1963, 00:00:00	738-42-2894	(Decimal('-59.395473'), Decimal('-24.603618'))	Black	Amanda Harvey
1577	F	AB-	Transport planner	"082 Braun Spurs
Danieltown, MD 07028"	1922/12/28	893-76-5789	(Decimal('-57.5591275'), Decimal('-84.076809'))	White	Carla Miller
1578	F	O-	Programmer, applications	"56501 John Points
Lake Ryan, UT 96313"	13 Dec 1938	717-49-7750	(Decimal('-32.527361'), Decimal('-23.354390'))	White	Kelly Flores
1579	M	A+	Chartered accountant	"6157 Elizabeth Mill
Priceville, OR 47453"	09/05/1945, 00:00:00	651-34-1328	(Decimal('48.721276'), Decimal('-84.884259'))	White	Lance Kennedy
1580	F	AB+	Tourism officer	"03465 Joel Corners Suite 763
Pamelaside, WV 50277"	1919-06-11	782-33-4517	(Decimal('-26.349511'), Decimal('-70.565556'))	White	Wanda Franklin
1581	M	AB+	Waste management officer	"429 Holder Underpass Suite 331
Chaseton, ND 06042"	1999/08/26	889-21-5762	(Decimal('-46.452872'), Decimal('-116.242263'))	black	John Hays
1582	F	AB-	Audiological scientist	"981 Morgan Landing Apt. 118
Stokesland, ND 51025"	06 Sep 2005	021-53-0738	(Decimal('-42.4459955'), Decimal('-30.619203'))	White	Taylor Smith
1583	F	AB+	Armed forces logistics/support/administrative officer	"03031 Cole Locks Suite 720
East Jennifer, GA 29694"	01 Jul 2015	600-08-6184	(Decimal('-89.848124'), Decimal('-110.148032'))	Black	Pamela Wilson DDS
1584	F	A-	Contractor	"4334 John Pike Apt. 867
Port Cindy, TN 46743"	1950-07-26	417-22-4004	(Decimal('80.103032'), Decimal('119.566047'))	White	Gabrielle Davis
1585	F	O-	Engineer, land	"16505 Dana Junction Suite 725
Higginsview, LA 44038"	1961-06-23	480-28-2285	(Decimal('28.4027515'), Decimal('131.027513'))	Black	Connie Mcmahon
1586	F	O-	Therapist, music	"3857 Perez Mews
Cassieshire, NM 17419"	06/11/1963, 00:00:00	691-23-1565	(Decimal('27.3144945'), Decimal('23.669600'))	Hawaiian	Stephanie Jarvis
1587	M	B+	Make	"735 Frank Mission
North Laura, WA 62863"	03/30/1989, 00:00:00	050-46-9195	(Decimal('-82.528728'), Decimal('137.222279'))	black	Timothy Flowers
1588	F	B-	Camera operator	"084 Martin Manor Apt. 990
Kristinaborough, TX 30042"	12/19/1971, 00:00:00	323-66-8468	(Decimal('52.7712405'), Decimal('-50.326339'))	Asian	Miranda Smith
1589	M	AB-	Chartered certified accountant	"3842 Rose Fields Apt. 269
Lake Cliffordville, IA 14854"	03/27/1935, 00:00:00	493-38-3634	(Decimal('13.9338415'), Decimal('19.149954'))	Hawaiian	Daniel Marshall
1590	M	O-	Financial adviser	"7548 Mueller Mall Apt. 011
New Christine, RI 69584"	15 Mar 2019	282-90-1500	(Decimal('-32.069761'), Decimal('178.861507'))	White	Richard Irwin
1591	M	A-	Engineer, manufacturing	"60860 Ryan Forges Suite 753
Markburgh, NC 25887"	1930/02/06	410-12-0747	(Decimal('-38.137921'), Decimal('-108.536822'))	Black	Joshua Brown
1592	F	B-	Theme park manager	"326 Daniel Corner
Port William, MN 33335"	2004-10-10	001-86-4902	(Decimal('-1.9219395'), Decimal('79.022261'))	Black	Lindsey Rodriguez
1593	M	B-	Medical illustrator	"995 Kevin Mews Suite 516
Mendezport, SC 58936"	1981/06/20	664-41-6511	(Decimal('-3.056384'), Decimal('149.427423'))	White	Jason Khan
1594	F	AB+	Oncologist	"90162 Owens Branch
Travisburgh, SC 43872"	1930-09-24	813-06-0665	(Decimal('46.7570285'), Decimal('1.213809'))	Black	Michelle Lewis
1595	F	AB-	Site engineer	"PSC 4959, Box 9375
APO AP 04390"	02 Aug 1975	059-30-5735	(Decimal('86.051606'), Decimal('-74.167245'))	Black	Melanie Ingram
1596	M	B+	Radiation protection practitioner	"290 Frank Springs
Christopherfort, SD 07104"	1934-01-07	034-01-9608	(Decimal('-80.081603'), Decimal('-81.593165'))	White	Richard Mcfarland
1597	F	O+	Broadcast journalist	"3682 Mark Parkways Apt. 492
Pricechester, LA 23159"	05 Apr 1958	402-96-4184	(Decimal('58.511958'), Decimal('-136.287822'))	Black	Natasha Fowler
1598	M	B+	Holiday representative	"25720 Long Summit Apt. 305
Ashleyborough, VT 32112"	1992-06-08	691-45-8180	(Decimal('25.050546'), Decimal('-120.239398'))	White	Edwin Elliott
1599	M	O-	Horticultural therapist	"02225 Fisher Orchard
West Jessica, NH 59340"	1913-09-02	537-60-3358	(Decimal('-28.381328'), Decimal('65.972788'))	White	Justin Johnson
1600	M	AB+	Health visitor	"2689 Jason Islands
Higginsville, TN 37740"	20 Apr 1918	149-95-4196	(Decimal('-29.611979'), Decimal('-51.096132'))	White	Reginald Adams
1601	F	O+	Advertising account planner	"064 Gregory Vista
West Derrick, FL 11832"	07/09/2004, 00:00:00	117-15-0244	(Decimal('84.043270'), Decimal('-127.594130'))	Black	Rachael Ruiz
1602	M	A-	Investment banker, corporate	"3464 April Lock Suite 395
Mortontown, VT 20550"	1992-07-18	101-67-1703	(Decimal('-36.607665'), Decimal('-86.317755'))	Black	Christian Trevino
1603	F	B-	Public librarian	"PSC 1374, Box 9847
APO AE 89103"	07 Jul 1960	703-73-4539	(Decimal('23.939666'), Decimal('-30.335327'))	White	Melissa Brown
1604	M	AB+	Advice worker	"8118 Jason Station
Saramouth, MO 84343"	04/29/1919, 00:00:00	129-66-3106	(Decimal('-78.8265565'), Decimal('-139.593370'))	Black	Justin Sellers
1605	F	O-	Therapist, music	"779 Kevin Vista
Lake Melanie, CT 47179"	01 Jan 1983	064-78-4600	(Decimal('20.7620165'), Decimal('29.512462'))	White	Brooke Green
1606	M	O+	Accountant, chartered certified	"967 Sullivan Cliffs Suite 326
Carolland, IL 17854"	30 Sep 2012	389-77-5502	(Decimal('80.672490'), Decimal('-157.572976'))	White	Jay Larson
1607	M	O-	Chiropractor	"185 Karen Run Suite 119
Port Gregoryville, IN 86526"	14 May 1906	313-81-0666	(Decimal('11.025133'), Decimal('92.528069'))	White	Brett Jacobs
1608	M	A-	Insurance claims handler	"4288 Joshua Cape
Lake Julia, GA 33288"	11/18/1927, 00:00:00	403-66-4720	(Decimal('77.2756105'), Decimal('-32.105573'))	White	Thomas Kelly
1609	F	A-	Patent examiner	"4272 Destiny Key
Timothybury, AR 90684"	1946/06/23	705-92-4550	(Decimal('49.7446895'), Decimal('145.082657'))	Black	Joanna Moreno
1610	M	AB+	Merchant navy officer	"816 Misty Locks Apt. 498
Carrollville, PA 32034"	1912/09/16	293-99-1666	(Decimal('-67.6403005'), Decimal('50.757961'))	Asian	Antonio Perez
1611	M	AB+	Engineer, land	"32819 Katie Union
Teresashire, MT 61194"	1935/03/20	526-83-8713	(Decimal('-55.2866215'), Decimal('73.434074'))	Hawaiian	Charles Sanchez
1612	M	O+	Neurosurgeon	"010 Stefanie Isle Apt. 960
Knightton, DE 69684"	11/30/1948, 00:00:00	241-85-3534	(Decimal('-85.201857'), Decimal('-48.744381'))	White	Jim Paul
1613	F	A-	Fine artist	"908 Pacheco Club Apt. 424
New Jeffrey, MI 60537"	1919-02-17	375-52-6644	(Decimal('67.2621275'), Decimal('130.578426'))	White	Tamara Johnson
1614	M	B+	Geneticist, molecular	"09618 Eric Turnpike
Lake Rachelfurt, SC 89422"	06 Jul 1936	201-90-8723	(Decimal('-70.4967745'), Decimal('28.910814'))	White	Walter Chambers
1615	F	O-	Broadcast engineer	"0977 Briggs Bypass
East Brian, NM 89597"	2016-08-14	028-96-1373	(Decimal('48.4020495'), Decimal('-123.659511'))	White	Robin Lynch
1616	M	O+	Arboriculturist	"2436 Cochran Vista Suite 796
Jesseburgh, AR 29895"	16 Dec 1909	865-66-8068	(Decimal('-71.0572135'), Decimal('116.262242'))	White	Michael Lopez
1617	F	AB-	Psychotherapist	"62392 Sampson Brook Suite 336
New Elizabethshire, HI 79009"	09 May 1977	487-28-8159	(Decimal('71.777396'), Decimal('-44.858714'))	White	Brittney Phillips
1618	M	B+	TEFL teacher	"04192 Megan Highway
Port Melissaland, DC 90307"	1962/05/29	148-97-4481	(Decimal('-34.752551'), Decimal('160.558612'))	Indian	Lee May
1619	M	A+	Personal assistant	"901 Gay Place Apt. 865
Staceyton, MO 52732"	2011-09-10	037-51-9336	(Decimal('-85.485338'), Decimal('-166.687223'))	White	William Briggs
1620	F	B+	Engineer, civil (contracting)	"6431 Thompson Brooks Apt. 992
Lambertfort, UT 34562"	10 May 2002	533-42-7914	(Decimal('-51.250021'), Decimal('74.292187'))	White	Ashlee Ramos
1621	M	B+	Production assistant, radio	"6153 Lee Keys Suite 269
Starkborough, OH 18703"	30 Oct 1996	836-22-1162	(Decimal('-15.2773815'), Decimal('-145.653731'))	White	Walter Peck
1622	M	B-	Administrator, arts	"871 King Point
Davidton, ME 55854"	1913-08-12	846-25-5585	(Decimal('64.881729'), Decimal('119.419803'))	black	Steven Andrews
1623	F	B+	Rural practice surveyor	"USNV Frank
FPO AP 99192"	1959/07/21	729-97-8185	(Decimal('61.3955035'), Decimal('111.830477'))	Black	Stephanie Warren
1624	F	AB+	Geochemist	"30590 Elizabeth Squares
Hernandeztown, MO 43509"	1949-02-03	412-42-8738	(Decimal('-70.3561685'), Decimal('57.750691'))	White	Bethany White
1625	F	O-	Toxicologist	"2895 Daniel Walks
Buchananburgh, CT 56256"	2016/09/23	622-66-3092	(Decimal('72.6222035'), Decimal('92.337945'))	White	Lauren Chandler
1626	M	A-	Glass blower/designer	"225 Shawn Hill Suite 160
Moorefort, IN 71383"	1906/08/31	296-80-4064	(Decimal('61.279556'), Decimal('134.684814'))	White	Patrick Edwards
1627	M	O+	Higher education lecturer	"6372 Paul Circle Suite 977
Adamston, KS 05274"	11/22/1946, 00:00:00	353-92-8625	(Decimal('-62.8382545'), Decimal('-168.441701'))	Black	Mathew Hill
1628	F	B+	IT sales professional	"9562 Wendy Park Suite 751
Michaelview, ME 46736"	03/20/1959, 00:00:00	798-80-6514	(Decimal('52.729999'), Decimal('19.778531'))	White	Tina Weiss
1629	M	AB-	Colour technologist	"63220 Sean Mission
North Kimberly, IA 55360"	1938/02/16	550-63-9048	(Decimal('-15.0056695'), Decimal('8.074128'))	White	Jay Hicks
1630	F	A-	Journalist, newspaper	"0187 Gina Plaza
Amberstad, MD 67991"	10/24/1956, 00:00:00	483-11-6263	(Decimal('-55.982675'), Decimal('125.442738'))	White	Barbara Hansen
1631	M	A-	Diagnostic radiographer	"42176 Jessica Springs
New Jonathonstad, LA 94927"	09/30/1924, 00:00:00	405-73-4898	(Decimal('7.2816295'), Decimal('-147.936705'))	White	John Brown
1632	M	O-	Broadcast presenter	"978 Joshua Drive Suite 464
Peckshire, MO 18684"	13 Oct 1981	558-19-3344	(Decimal('44.408512'), Decimal('108.421406'))	Hawaiian	Samuel Tucker
1633	F	B-	Physiotherapist	"02256 Alexander Squares
Port Alexis, MN 81936"	2007/03/19	544-32-0654	(Decimal('18.583075'), Decimal('-52.886131'))	White	Vanessa Miller
1634	F	A+	Travel agency manager	"03157 Norman Unions
Lake Jessica, AZ 62276"	1947/07/11	233-85-3879	(Decimal('-42.968266'), Decimal('15.155961'))	Asian	Elizabeth Webb
1635	F	O-	Early years teacher	"986 Nguyen Centers
South Elizabeth, NJ 28465"	09 Oct 1987	182-25-7124	(Decimal('-47.312537'), Decimal('87.131464'))	Asian	Stephanie Harmon
1636	F	B-	Chief Strategy Officer	"6666 Moody Course
Port Nathanielview, MS 44367"	1982-08-14	019-76-0810	(Decimal('-63.6092195'), Decimal('26.260865'))	White	Maria Miller
1637	M	AB-	Tax adviser	"0332 Brandy Wells Suite 696
West Adam, TN 43289"	08/22/1915, 00:00:00	673-26-2043	(Decimal('8.0102085'), Decimal('-97.262515'))	Black	Raymond Miller
1638	M	A+	Pension scheme manager	"938 Sanchez Mills
Jamesborough, ND 39105"	1906-01-28	374-34-6481	(Decimal('43.764067'), Decimal('-72.752504'))	Asian	Matthew Scott
1639	F	AB-	Air broker	"709 Arthur Bridge
Stewartville, NE 04680"	1914-05-07	565-65-7800	(Decimal('-30.065363'), Decimal('84.417590'))	White	Hannah Lee
1640	F	AB+	Senior tax professional/tax inspector	"49930 Julie Rapids
Marquezfurt, MO 81473"	20 Jun 2001	741-03-9987	(Decimal('51.8636105'), Decimal('-19.731647'))	Indian	Katie Hunter
1641	M	O-	Cytogeneticist	"92824 Garner Radial Suite 843
Port Matthewfurt, DC 02103"	03/12/1937, 00:00:00	619-08-0188	(Decimal('56.964976'), Decimal('-46.003213'))	Black	Richard Ibarra
1642	F	A-	Electrical engineer	"08685 Mitchell Stravenue Apt. 188
Luisstad, WA 03740"	30 Jul 1910	458-61-1631	(Decimal('13.670935'), Decimal('-83.504107'))	Asian	Anna Wagner
1643	F	B+	Engineer, drilling	"497 Petersen Isle Suite 173
New Johnland, KY 20783"	12/04/1928, 00:00:00	060-23-9919	(Decimal('-86.0205115'), Decimal('156.738460'))	White	Stephanie Sawyer
1644	M	O-	Therapist, horticultural	"89982 Michael Garden Apt. 156
North Alexandraside, WY 47687"	30 Mar 1949	897-27-4292	(Decimal('18.792374'), Decimal('174.759207'))	White	Craig Mueller
1645	M	O+	Administrator, Civil Service	"78070 White Isle
Laurenborough, WI 61312"	04/16/2001, 00:00:00	037-01-1729	(Decimal('38.669713'), Decimal('-146.124824'))	Black	Russell Ramirez
1646	M	A-	Newspaper journalist	"8693 Beverly Stravenue Apt. 041
North Brianmouth, MT 26438"	1907-09-08	267-13-6419	(Decimal('-61.1376335'), Decimal('-88.070142'))	White	Juan Smith MD
1647	F	B-	Engineer, aeronautical	"819 Abigail Keys Apt. 686
East Faith, NH 20566"	22 Jan 1994	811-73-9729	(Decimal('-57.666245'), Decimal('-107.383799'))	White	Ashley Weaver
1648	F	B-	Prison officer	"98832 Potts Villages Suite 595
Hoodburgh, OH 70864"	1928-11-08	388-94-4531	(Decimal('-19.3312155'), Decimal('-160.427098'))	White	Susan Pierce DVM
1649	F	O-	Occupational therapist	"627 Richard Vista
East Chadborough, LA 12967"	09/12/1987, 00:00:00	289-16-7292	(Decimal('-43.371655'), Decimal('-153.570344'))	Black	Amy Franklin
1650	M	B+	Applications developer	"44609 Velazquez Mall
Francisbury, NV 97725"	1953-03-11	631-34-2298	(Decimal('8.121227'), Decimal('161.427410'))	Black	Stephen Cooper
1651	F	O+	Graphic designer	"625 Robert Common
Lowerybury, KS 23155"	1959-08-05	399-78-3090	(Decimal('-64.378638'), Decimal('165.146345'))	White	Tanya Schneider
1652	F	O+	Engineer, biomedical	"USNS Gillespie
FPO AP 85128"	03/22/1979, 00:00:00	173-43-9331	(Decimal('-42.1038185'), Decimal('-17.660286'))	Black	Debbie Young
1653	M	AB+	Broadcast journalist	"72443 Kirk Grove Apt. 726
Lutzland, MI 18015"	04/04/1997, 00:00:00	153-68-1699	(Decimal('-76.799934'), Decimal('-69.419142'))	White	Brian Garcia
1654	F	B+	Trade union research officer	"0440 Amber Garden Apt. 249
Clarkmouth, AK 27687"	1963-01-27	031-25-5462	(Decimal('21.0977185'), Decimal('-61.431881'))	Indian	Maureen Moore
1655	M	AB-	Chartered loss adjuster	"464 Robert Valley
Sanchezburgh, ND 03312"	1933/12/27	677-70-6963	(Decimal('62.0265065'), Decimal('-27.009217'))	White	Matthew Holt
1656	F	AB-	Chemist, analytical	"2835 Gutierrez Parkway Suite 574
Franklinfort, NC 38561"	1999/02/17	217-48-8327	(Decimal('-13.4602865'), Decimal('54.537270'))	White	Kimberly Watson
1657	M	A+	Writer	"898 Reed Roads
Angelicamouth, IA 15432"	07/18/1987, 00:00:00	708-26-9885	(Decimal('-48.2904535'), Decimal('-108.311386'))	black	Christopher Larson
1658	F	O-	Geophysicist/field seismologist	"16218 Steele Unions Apt. 365
Samuelchester, MN 01735"	1953/08/25	715-96-0414	(Decimal('-88.619537'), Decimal('100.251155'))	Black	Lisa Willis
1659	M	B-	Air broker	"171 James Well Apt. 311
Carrieport, OR 13832"	05 Jan 1918	542-82-9380	(Decimal('17.536339'), Decimal('-93.521026'))	Black	Joshua Luna
1660	M	AB-	Holiday representative	"4704 Susan Fall Apt. 096
West Joy, AZ 91298"	1909/06/24	032-88-0264	(Decimal('-59.6615795'), Decimal('-54.144437'))	White	Jason Hernandez
1661	F	O+	Medical sales representative	"797 Peter Alley Apt. 199
Morganville, OH 53546"	07/05/1926, 00:00:00	555-30-8344	(Decimal('83.3593855'), Decimal('-123.001576'))	White	Amy Beard
1662	M	B-	Industrial buyer	"990 Bautista Course
Sarahburgh, NH 63198"	1940-12-24	428-71-7573	(Decimal('64.2781015'), Decimal('175.778553'))	White	Andrew Campbell
1663	F	B-	Trade union research officer	"834 Trujillo Lakes Suite 020
North Michaelville, WA 14858"	1975-04-18	163-22-3577	(Decimal('-21.8681205'), Decimal('-47.144731'))	White	Kerri Andrews
1664	F	A+	Product designer	"72208 Warren Fork
Dylanmouth, IN 75562"	1939/01/03	482-09-3694	(Decimal('-62.4643435'), Decimal('-140.867389'))	White	Patricia Mckinney
1665	F	AB-	International aid/development worker	"2335 Hutchinson Islands
Jaclynberg, MO 73379"	06 Dec 2012	627-14-8866	(Decimal('-55.825416'), Decimal('-149.545858'))	Black	Jennifer Johnson
1666	F	B-	Tourism officer	"PSC 5438, Box 7079
APO AP 04722"	09 Mar 1934	823-90-0496	(Decimal('-77.637897'), Decimal('134.896995'))	Asian	Tiffany Mccormick
1667	M	A-	Chartered management accountant	"42211 Jesse Mountain
West Linda, FL 75503"	1912/02/08	691-61-9549	(Decimal('10.511543'), Decimal('48.062434'))	Black	Randy Williamson
1668	M	A-	Probation officer	"17283 Bridges Ports
West Geraldborough, LA 87218"	1979/09/22	529-74-5960	(Decimal('-29.927691'), Decimal('42.449092'))	Asian	Robert Gentry
1669	F	B-	Chartered public finance accountant	"387 Jones Circle Suite 368
West Derek, RI 12844"	1973/12/28	041-21-0316	(Decimal('-85.572573'), Decimal('70.053079'))	White	Carla Patel
1670	M	AB+	Psychologist, clinical	"7198 Ryan Plains
Tiffanyfort, MS 01446"	02/24/1931, 00:00:00	882-60-4921	(Decimal('-21.050273'), Decimal('141.300012'))	White	David Stokes
1671	F	O+	Electrical engineer	"18538 William Canyon Apt. 469
Andersonchester, DE 36196"	08/20/1932, 00:00:00	870-70-8544	(Decimal('-16.2375665'), Decimal('-7.313074'))	Asian	Amy Savage
1672	M	AB-	Forensic scientist	"70394 Carol Stream Apt. 700
South Tracy, CA 71035"	12/06/1923, 00:00:00	046-92-9824	(Decimal('27.225515'), Decimal('123.963008'))	Black	Michael Padilla
1673	F	B-	Fashion designer	"112 Anna Prairie
Kramerburgh, WA 62679"	09/28/1941, 00:00:00	849-16-0404	(Decimal('82.8848595'), Decimal('-141.206581'))	Black	Jennifer Aguilar
